DIRECTORIO	FEX_C	REGION	DIA_REFERENCIA_2	clase	P424	P4030S1	P4030S1A1	P4030S5	P4030S3	P4030S4	P4030S4A1	P4030S2	P4020
2916068	427.522145776532	5	3	1	1	1	1	1	1	1	3	1	6
2916069	314.241110976802	5	6	1	1	1	1	1	1	1	3	1	3
2916070	178.569974979332	5	1	1	3	1	2	1	1	1	3	1	4
2916071	195.357407907619	5	1	1	3	1	2	1	1	1	3	1	6
2916072	235.252678299838	5	1	1	3	1	2	1	1	1	3	1	6
2916073	405.933346307434	5	4	1	1	1	1	1	1	1	3	1	6
2916074	350.988095306303	5	4	1	2	1	1	1	1	1	3	1	6
2916075	398.644754381969	5	5	1	1	1	1	2	2	1	3	2	7
2916076	445.554403524858	5	6	1	1	1	1	1	1	1	3	2	7
2916077	163.812760155918	5	7	1	2	1	1	1	1	1	2	1	6
2916078	163.855303100445	5	7	1	1	1	1	1	1	1	2	1	6
2916080	368.855964863124	5	3	1	2	1	1	1	1	1	3	1	3
2916081	382.114731633065	5	4	1	2	1	1	1	1	1	3	2	3
2916082	516.638181729553	5	5	1	2	1	1	1	1	1	3	1	3
2916085	157.398003280904	5	7	1	2	1	1	1	1	1	3	1	3
2916086	189.161964548865	5	1	1	2	1	1	1	1	1	3	1	6
2916087	173.280261765379	5	1	1	2	1	1	1	1	1	3	1	6
2916088	455.699627097806	5	3	1	2	1	2	1	1	1	3	1	3
2916089	402.205238773565	5	4	1	2	1	2	1	1	1	3	1	3
2916090	506.965614826624	5	5	1	2	1	1	1	1	1	3	1	6
2916091	182.131389385933	5	7	1	1	1	1	1	1	1	3	1	3
2916092	174.614489387416	5	1	1	1	1	1	1	1	1	3	1	6
2916093	560.285310412087	5	3	1	2	1	1	1	1	1	3	2	3
2916094	360.133275884321	5	4	1	2	1	1	1	1	1	3	1	3
2916095	448.227363025162	5	5	1	2	1	1	1	1	1	3	1	3
2916096	527.779697414023	5	6	1	1	1	2	1	1	1	3	1	3
2916097	303.425511897361	5	8	1	2	1	1	1	1	1	3	1	6
2916098	583.131345249578	5	3	1	1	1	2	1	1	1	3	1	3
2916099	282.580152494497	5	8	1	2	1	2	1	1	1	3	1	6
2916100	349.377466723942	5	8	1	2	1	2	1	1	1	3	1	3
2916101	266.641185264959	5	8	1	2	1	2	1	1	1	3	1	3
2916102	432.198987867042	5	4	1	1	1	2	1	1	1	3	1	3
2916103	424.618838204787	5	4	1	1	1	2	1	1	1	3	1	3
2916104	173.503068225244	5	7	1	3	1	2	1	1	1	3	1	6
2916105	340.320898055807	5	4	1	1	1	2	1	1	1	3	1	3
2916106	261.599258547472	5	8	1	2	1	2	1	1	1	2	1	3
2916107	318.667605627844	5	4	1	1	1	2	1	1	1	3	1	3
2916110	306.404802485908	5	8	1	2	1	2	1	1	1	3	1	3
2916111	155.791535439878	5	7	1	2	1	2	1	1	1	3	1	6
2916112	184.152459313818	5	7	1	2	1	2	1	1	1	3	1	6
2916113	386.82011730273	5	4	1	1	1	2	1	1	1	3	1	3
2916114	282.580152494497	5	8	1	2	1	2	1	1	1	3	1	6
2916115	440.003959675622	5	4	1	1	1	2	1	1	1	3	1	3
2916116	166.148588563214	5	1	1	2	1	2	1	1	1	3	1	6
2916117	205.09350005939	5	1	1	2	1	2	1	1	1	3	1	6
2916118	409.20548666964	5	4	1	1	1	2	1	1	1	3	1	3
2916120	162.528369147576	5	7	1	2	1	4	1	1	1	2	1	3
2916121	164.467339416135	5	1	1	2	1	4	1	1	1	2	1	2
2916122	334.30923587259	5	8	1	2	1	3	1	1	1	3	1	3
2916123	447.981509463981	5	3	1	2	1	3	1	1	1	2	1	3
2916124	294.119268909042	5	8	1	2	1	3	1	1	1	2	1	3
2916125	485.211201012344	5	5	1	2	1	4	1	1	1	3	1	2
2916126	528.083632526878	5	6	1	2	1	5	1	1	1	3	1	1
2916127	467.322718932502	5	6	1	2	1	5	1	1	1	3	1	3
2916128	178.905674558111	5	7	1	2	1	4	1	1	1	3	1	3
2916129	185.513101887817	5	7	1	2	1	4	1	1	1	2	1	3
2916130	303.706045275248	5	8	1	2	1	3	1	1	1	3	1	3
2916131	279.130535252576	5	8	1	2	1	3	1	1	1	3	1	3
2916132	447.084354617714	5	3	1	2	1	3	1	1	1	3	1	3
2916134	171.438301777167	5	1	1	2	1	4	1	1	1	3	1	3
2916135	252.43612091629	5	7	1	2	1	4	1	1	1	7	1	3
2916136	157.205332826212	5	7	1	2	1	4	1	1	1	7	1	2
2916137	191.274012842354	5	1	1	2	1	4	1	1	1	7	1	2
2916138	151.698931474974	5	1	1	2	1	4	1	1	1	7	1	2
2916139	526.944457374241	5	3	1	2	1	3	1	1	1	3	1	3
2916140	499.240679413231	5	5	1	2	1	5	1	1	1	3	1	1
2916141	445.554403524858	5	6	1	2	1	5	1	1	1	3	1	3
2916142	59.765381310545	3	5	1	1	1	3	1	1	1	2	1	3
2916143	135.184210737764	3	7	1	1	1	3	1	1	1	3	1	3
2916144	129.802448998008	3	7	1	1	1	3	1	1	1	3	1	3
2916145	85.2246161637534	3	7	1	1	1	3	1	1	1	3	1	3
2916146	100.068322973807	3	1	1	1	1	3	1	1	1	3	1	3
2916148	56.5485996959759	4	1	1	1	1	2	1	2	1	3	2	3
2916149	321.155630841445	1	3	1	1	1	1	1	2	1	3	1	3
2916150	342.202799744205	1	3	1	1	1	1	1	2	1	3	1	3
2916152	190.37770466832	1	4	1	1	1	1	1	2	1	3	1	3
2916153	165.04778546778	1	4	1	1	1	1	1	2	1	3	1	3
2916154	183.585830688035	1	5	1	1	1	1	1	2	1	3	1	3
2916155	167.304636014319	1	5	1	1	1	1	1	2	1	3	1	3
2916156	142.484706151446	1	6	1	1	1	1	1	2	1	3	2	7
2916157	402.765119563288	1	7	1	1	1	1	1	2	1	3	1	6
2916158	389.471699659273	1	7	1	1	1	1	1	2	1	3	1	6
2916159	138.42845693366	1	1	1	1	1	1	1	2	1	3	1	6
2916160	442.14409004364	1	7	1	1	1	1	1	2	1	3	1	6
2916161	101.558490495278	1	4	1	1	1	1	1	2	1	3	1	3
2916163	136.359210669861	1	5	1	1	1	1	1	2	1	3	1	3
2916164	114.857895877484	1	6	1	2	1	1	1	1	1	2	1	6
2916165	146.279843376662	1	6	1	1	1	1	1	2	1	3	2	7
2916167	132.324447492307	1	1	1	1	1	1	1	2	1	3	1	6
2916168	122.050712908574	1	2	1	1	1	1	1	2	1	3	1	6
2916169	305.382863139556	3	6	1	2	1	3	1	1	1	7	2	3
2916171	151.012542133236	3	4	1	2	1	3	1	1	1	7	1	3
2916172	97.665339298725	3	5	1	1	1	3	1	1	1	5	1	6
2916173	259.123266259966	3	6	1	2	1	3	1	1	1	5	1	3
2916174	363.195807756644	3	6	1	2	1	3	1	1	1	7	1	3
2916175	318.578991017203	3	7	1	2	1	3	1	1	1	7	2	3
2916176	181.632543531988	3	1	1	2	1	3	1	1	1	7	2	3
2916177	152.849158587311	3	4	1	2	1	3	1	1	1	7	1	3
2916178	102.294003754136	3	5	1	2	1	3	1	1	1	7	1	3
2916179	312.501413154666	3	3	1	1	1	2	1	1	1	3	1	3
2916180	149.6186772684	3	4	1	1	1	2	1	1	1	3	1	3
2916181	147.432448967991	3	4	1	1	1	2	1	1	1	3	2	3
2916182	148.252910844278	3	5	1	1	1	2	1	1	1	3	2	3
2916183	152.286016242103	3	5	1	1	1	2	1	1	1	3	2	6
2916185	163.7198787995	3	4	1	1	1	2	1	1	1	2	1	3
2916186	136.205663831797	3	4	1	1	1	2	1	1	1	2	1	3
2916187	195.51424322038	3	4	1	1	1	2	1	1	1	3	1	3
2916188	102.186693221576	3	5	1	1	1	2	1	1	1	3	1	6
2916189	376.076109111455	3	8	1	2	1	1	1	1	1	3	1	3
2916190	288.810060075224	3	3	1	2	1	1	1	1	1	3	1	6
2916191	141.908137593666	3	4	1	1	1	2	1	1	1	3	1	6
2916192	155.931992564001	3	4	1	2	1	2	1	1	1	3	1	3
2916193	88.3686200489813	3	4	1	1	1	2	1	1	1	3	1	3
2916194	111.653262649086	3	4	1	2	1	2	1	1	1	3	1	3
2916195	366.213076749555	3	8	1	3	1	1	1	1	1	3	2	6
2916197	214.928768622681	3	3	1	1	1	1	1	1	1	3	2	6
2916198	198.332164223396	3	3	1	2	1	1	1	1	1	3	1	6
2916199	237.486010290718	3	3	1	1	1	1	1	1	1	3	1	3
2916200	72.6129173396926	3	4	1	1	1	2	1	1	1	3	1	3
2916201	99.7987785389071	3	4	1	1	1	1	1	2	1	3	2	6
2916202	122.686414384927	3	4	1	2	1	1	1	1	1	3	2	6
2916203	99.7059804593599	3	5	1	2	1	2	1	1	1	3	1	3
2916204	74.6930628125313	3	5	1	2	1	2	1	1	1	3	1	3
2916205	92.1449224776382	3	5	1	1	1	2	1	1	1	3	1	6
2916206	185.818462126394	4	1	1	1	1	2	1	1	1	3	2	3
2916207	124.201791514336	4	1	1	1	1	3	1	1	1	3	2	3
2916208	124.523071499424	4	2	1	1	1	2	1	1	1	2	2	3
2916209	117.027081269838	4	2	1	1	1	2	1	1	1	3	2	3
2916210	191.677404815916	4	6	1	1	1	3	2	2	1	3	2	3
2916211	50.3735933525408	4	7	1	1	1	1	1	2	1	3	2	3
2916213	694.802853114564	1	8	1	1	1	1	1	1	1	3	1	6
2916214	114.375622131301	1	4	1	1	1	1	1	1	1	3	1	6
2916216	1671.13249354853	1	1	1	1	1	1	1	1	1	3	1	6
2916217	690.624379086655	1	8	1	1	1	1	1	1	1	3	1	6
2916218	135.950955275392	1	5	1	1	1	1	1	1	1	3	1	6
2916219	249.650138272569	2	1	1	2	1	3	1	1	1	2	1	3
2916220	502.932365796372	2	2	1	2	1	3	1	1	1	2	1	3
2916221	291.516336549104	2	1	1	2	1	3	1	1	1	2	1	3
2916222	210.628550037003	2	7	1	2	1	3	1	1	1	2	1	3
2916223	268.542813023131	2	1	1	2	1	3	1	1	1	2	1	3
2916224	712.158708329211	2	2	1	2	1	3	1	1	1	2	1	3
2916225	221.813374185288	2	3	1	1	1	2	1	1	1	2	1	6
2916226	154.554843173836	2	3	1	2	1	2	1	1	1	2	1	6
2916227	277.905868785028	2	3	1	2	1	2	1	1	1	2	1	3
2916228	273.526111195756	2	5	1	2	1	2	1	1	1	2	1	3
2916229	200.467036015582	2	5	1	2	1	3	1	1	1	2	1	3
2916230	238.756560534177	2	7	1	2	1	3	1	1	1	7	1	3
2916231	239.392248733558	2	1	1	2	1	4	1	1	1	2	1	3
2916232	176.116917722832	2	3	1	2	1	2	1	1	1	2	1	3
2916233	339.76468031017	2	5	1	2	1	2	1	1	1	2	1	3
2916234	209.568789238544	2	5	1	2	1	2	1	1	1	2	1	3
2916236	535.130755703753	2	6	1	2	1	2	1	1	1	2	1	6
2916237	220.901844994104	2	7	1	2	1	3	1	1	1	7	1	3
2916238	177.46268441692	2	3	1	1	1	2	1	1	1	2	2	6
2916239	204.92146336454	2	3	1	2	1	2	1	1	1	2	1	6
2916240	259.514390256406	2	3	1	2	1	2	1	1	1	2	1	3
2916241	403.722002267382	2	5	1	2	1	2	1	1	1	2	1	6
2916243	653.463876152642	2	6	1	2	1	2	1	1	1	2	1	3
2916244	281.583047722208	2	3	1	2	1	2	1	1	1	2	1	6
2916245	252.163396221394	2	3	1	2	1	2	1	1	1	2	2	3
2916246	392.465631711122	2	5	1	2	1	2	1	1	1	2	1	6
2916247	220.901844994104	2	7	1	2	1	3	1	1	1	7	1	3
2916248	223.581026425922	2	1	1	2	1	4	1	1	1	2	1	3
2916249	317.694681219702	2	1	1	1	1	2	1	1	1	2	1	6
2916250	255.043778621895	2	3	1	2	1	2	1	1	1	2	1	3
2916251	290.731240448468	2	3	1	2	1	2	1	1	1	2	1	3
2916252	350.362241915998	2	5	1	2	1	2	1	1	1	2	1	3
2916253	227.089331645589	2	5	1	2	1	2	1	1	1	2	1	3
2916256	149.534985855028	2	7	1	2	1	2	1	1	1	2	1	6
2916257	205.698239362451	2	7	1	1	1	2	1	1	1	2	2	6
2916258	106.292930152901	3	7	1	1	1	3	1	1	1	3	1	3
2916259	92.2838475655242	3	7	1	1	1	3	1	1	1	3	1	3
2916260	100.068322973807	3	1	1	1	1	3	1	1	1	3	1	3
2916261	96.391784657882	3	1	1	1	1	3	1	1	1	3	1	3
2916263	54.9923781455791	4	1	1	1	1	1	1	2	1	3	2	6
2916264	41.821914402301	4	2	1	1	1	1	1	2	1	3	2	6
2916265	249.024794888996	5	7	1	2	1	2	1	1	1	3	1	3
2916266	310.994583323396	5	1	1	2	1	2	1	1	1	3	1	3
2916267	209.729918198472	5	2	1	2	1	2	1	1	1	3	1	3
2916268	262.03056314548	5	2	1	3	1	2	1	1	1	3	1	3
2916269	279.093344287512	5	7	1	2	1	2	1	1	1	3	1	3
2916271	262.853784392499	5	2	1	3	1	2	1	1	1	3	1	6
2916272	232.656429873645	5	2	1	2	1	3	1	1	1	3	1	6
2916273	244.449438687862	5	1	1	2	1	2	1	1	1	3	1	3
2916274	246.810242393264	5	7	1	2	1	2	1	1	1	3	1	3
2916275	219.161565720152	5	7	1	2	1	2	1	1	1	3	1	3
2916276	262.06898855719	5	1	1	2	1	3	1	1	1	3	1	3
2916277	211.216131313379	5	2	1	1	1	2	1	1	1	3	1	7
2916278	310.994583323396	5	1	1	2	1	2	1	1	1	3	1	3
2916279	284.532492542835	5	8	1	2	1	2	1	1	1	3	1	3
2916280	172.321232979211	5	7	1	2	1	2	1	1	1	3	1	3
2916281	8.98721555363824	6	7	1	1	1	1	2	2	1	2	2	6
2916282	12.034781778972	6	7	1	2	1	1	2	2	1	3	2	6
2916283	12.3052462530954	6	7	1	1	1	1	2	2	1	3	2	6
2916284	8.98721555363824	6	7	1	1	1	1	2	2	1	3	1	3
2916285	13.3487929494503	6	7	1	1	1	1	2	2	1	3	1	3
2916286	9.78752060453721	6	7	1	1	1	2	2	2	1	3	1	3
2916287	9.78157823000504	6	1	1	1	1	1	2	2	1	3	1	6
2916288	25.422511560376	6	1	1	1	1	1	2	2	1	3	1	6
2916289	18.0732503061421	6	1	1	1	1	1	2	2	1	3	1	6
2916290	127.324447755915	1	1	1	1	1	1	1	1	1	2	1	3
2916291	112.827231315748	1	5	1	1	1	3	1	1	1	2	1	3
2916292	153.186361134432	1	1	1	1	1	1	1	1	2		2	7
2916293	146.089438636063	1	5	1	1	1	2	1	1	1	2	1	6
2916294	120.923114049697	1	6	1	1	1	3	1	1	1	3	1	3
2916295	133.096085896259	1	1	1	3	1	3	1	1	1	2	2	6
2916296	115.162112447887	1	2	1	3	1	3	1	1	1	3	2	6
2916297	115.988017976412	1	2	1	3	1	3	1	1	1	3	1	6
2916299	120.382429930049	1	2	1	3	1	3	1	1	1	3	1	6
2916300	133.096085896259	1	1	1	2	1	3	1	1	1	3	1	6
2916301	339.502079937654	1	4	1	2	1	5	1	1	1	3	1	3
2916302	311.496369113573	1	5	1	2	1	5	1	1	1	3	1	3
2916303	220.457703344313	1	5	1	2	1	5	1	1	1	3	1	3
2916304	274.660521360189	1	4	1	1	1	5	1	1	1	3	1	3
2916305	176.822834908869	1	6	1	1	1	1	1	1	1	3	1	6
2916306	243.228214781374	1	6	1	1	1	1	1	1	1	3	1	7
2916307	310.938068587321	1	6	1	2	1	1	1	1	1	3	1	6
2916308	2077.07985709323	1	8	1	1	1	1	1	1	1	3	1	6
2916309	259.933308764005	1	6	1	1	1	1	1	1	1	3	1	6
2916311	229.583173975621	1	6	1	1	1	1	1	1	1	3	1	6
2916313	386.537392461512	1	5	1	1	1	1	1	1	1	3	1	6
2916314	365.773572382332	1	5	1	1	1	1	1	1	1	3	1	6
2916315	337.852408352502	1	5	1	1	1	1	1	1	1	3	1	3
2916316	390.177923114401	1	4	1	1	1	5	1	1	1	3	1	3
2916317	260.651552784058	1	3	1	1	1	2	1	1	1	3	1	3
2916318	281.576610516194	1	7	1	1	1	2	1	1	1	3	1	3
2916319	348.978157545592	1	7	1	1	1	2	1	1	1	3	1	3
2916320	210.721916906703	1	1	1	1	1	2	1	1	1	3	1	6
2916321	73.3646408950965	1	2	1	1	1	2	1	1	1	3	1	6
2916322	264.17787496229	1	3	1	1	1	2	1	1	1	3	1	6
2916323	272.560999142057	1	3	1	2	1	2	1	1	1	3	1	6
2916325	132.088937481145	1	4	1	1	1	2	1	1	1	3	1	6
2916326	116.367769703178	1	5	1	1	1	2	1	1	1	3	1	6
2916327	127.468827390178	1	5	1	1	1	2	1	1	1	3	1	6
2916328	129.807999920447	1	6	1	1	1	2	1	1	1	3	1	3
2916329	120.660063460038	1	6	1	1	1	2	1	1	1	3	1	3
2916331	259.037142357253	1	3	1	2	1	2	1	1	1	3	1	6
2916332	206.503048435882	1	7	1	1	1	2	1	1	1	3	1	6
2916333	328.399594264446	1	7	1	1	1	2	1	1	1	3	1	6
2916334	65.8846942671327	1	1	1	1	1	2	1	1	1	3	1	6
2916335	125.526287315083	1	1	1	1	1	2	1	1	1	3	1	6
2916336	112.027309457532	1	5	1	1	1	2	1	1	1	3	1	6
2916337	369.956040432246	1	3	1	1	1	2	1	1	1	3	1	6
2916338	127.267069691272	1	4	1	1	1	2	1	1	1	3	1	6
2916339	191.387536180163	1	4	1	2	1	2	1	1	1	3	1	6
2916340	155.22715037462	1	4	1	1	1	2	1	1	1	3	1	3
2916342	144.52003387865	1	5	1	1	1	2	1	1	1	3	1	6
2916343	101.914822191858	1	6	1	1	1	2	1	1	1	3	1	3
2916344	106.372458990434	1	6	1	1	1	2	1	1	1	3	1	6
2916345	278.494705236929	1	7	1	1	1	2	1	1	1	3	1	6
2916346	245.407831723031	4	7	1	2	1	2	1	1	1	3	1	3
2916347	333.097043728348	4	1	1	2	1	2	1	1	1	3	1	6
2916348	190.348764452861	4	2	1	2	1	2	1	1	1	2	1	3
2916349	628.457270970365	4	4	1	1	1	1	1	1	1	3	1	3
2916350	351.052299917436	4	7	1	2	1	2	1	1	1	3	1	6
2916352	231.265881417639	4	7	1	2	1	2	1	1	1	3	1	6
2916353	231.865622199051	4	7	1	2	1	2	1	1	1	3	1	3
2916354	217.986065605734	4	1	1	2	1	2	1	1	1	3	1	3
2916355	93.7767631715271	3	1	1	1	1	3	1	1	1	3	1	3
2916356	106.125901012862	3	2	1	1	1	3	1	1	1	3	1	3
2916357	340.091804014569	3	6	1	2	1	3	1	1	1	6	2	3
2916358	334.107835929663	3	7	1	2	1	3	1	1	1	3	2	3
2916359	224.329739459416	3	2	1	1	1	3	1	1	1	7	1	3
2916360	133.929873705691	3	5	1	2	1	3	1	1	1	5	1	3
2916361	100.116619132523	2	4	1	2	1	1	1	1	1	3	1	3
2916362	234.742820421347	2	7	1	2	1	2	1	1	1	2	1	3
2916363	238.545052909974	2	7	1	2	1	2	1	1	1	2	2	6
2916364	256.188260825844	2	7	1	2	1	2	1	1	1	2	2	3
2916365	253.051848183033	2	7	1	2	1	2	1	1	1	2	1	3
2916366	120.476908593858	2	7	1	2	1	2	1	1	1	2	1	6
2916367	180.98022905266	2	7	1	2	1	2	1	1	1	2	1	3
2916368	220.641849032412	2	7	1	2	1	2	1	1	1	2	1	6
2916370	121.336818938672	2	7	1	2	1	3	1	1	1	2	2	6
2916371	246.554549951896	2	1	1	2	1	3	1	1	1	2	2	3
2916372	260.203438559612	2	1	1	2	1	3	1	1	1	2	2	3
2916374	121.336818938672	2	7	1	2	1	3	1	1	1	2	2	3
2916375	312.327526375158	2	1	1	2	1	3	1	1	1	2	2	3
2916376	157.750409302313	2	1	1	2	1	3	1	1	1	2	2	3
2916377	137.0388663157	2	1	1	2	1	3	1	1	1	2	2	3
2916379	248.558042041294	2	1	1	1	1	2	1	2	1	2	2	6
2916380	215.241651962403	2	1	1	1	1	1	1	2	1	2	2	6
2916382	257.415842793984	2	1	1	1	1	1	1	2	1	2	2	6
2916383	671.352520106518	2	2	1	2	1	3	1	1	1	2	2	3
2916384	227.576335667507	2	3	1	1	1	1	1	1	1	2	2	6
2916385	203.849954930569	2	3	1	1	1	1	1	1	1	2	1	6
2916386	130.087890969674	3	1	1	1	1	3	1	1	1	3	1	3
2916387	328.177812985903	4	7	1	2	1	2	1	1	1	3	2	6
2916389	736.263559938226	4	3	1	2	1	2	1	1	1	2	1	6
2916390	260.067341697653	4	7	1	1	1	2	1	1	1	2	1	3
2916391	218.969010755214	4	2	1	2	1	2	1	1	1	3	1	6
2916392	158.842425837184	4	2	1	2	1	3	1	1	1	3	2	3
2916393	234.03881277043	4	3	1	2	1	2	1	1	1	3	2	3
2916395	55.7049975524275	4	1	1	1	1	1	2	2	1	3	2	5
2916396	40.7257095249091	4	2	1	1	1	1	2	2	1	3	2	6
2916397	163.824175965444	4	6	1	1	1	1	2	2	2		2	5
2916398	54.7177446926921	4	1	1	1	1	1	2	2	1	3	2	6
2916399	41.6831028550732	4	3	1	1	1	1	2	2	2		2	5
2916400	314.810583651938	2	2	1	2	1	2	1	1	1	3	1	3
2916401	339.323443281649	2	2	1	2	1	2	1	1	1	3	1	3
2916402	163.167277907317	2	3	1	2	1	2	1	1	1	3	1	3
2916404	295.843014547115	2	6	1	1	1	2	1	1	1	3	1	6
2916405	245.771103183619	2	2	1	2	1	2	1	1	1	2	1	3
2916407	183.93534872712	2	3	1	2	1	3	1	1	1	3	1	3
2916408	202.209678928388	2	3	1	1	1	1	1	2	2		2	7
2916409	136.934979134227	2	7	1	1	1	2	1	1	1	3	1	7
2916410	54.533509862077	4	3	1	1	1	1	2	2	1	3	2	6
2916411	51.0320496884671	4	4	1	1	1	1	2	2	1	3	2	5
2916412	207.033699440417	5	7	1	2	1	2	1	1	1	3	1	3
2916413	251.281151992983	5	7	1	2	1	2	1	1	1	3	2	3
2916414	456.054010543714	5	6	1	2	1	1	1	1	1	3	1	3
2916415	300.739944234088	5	7	1	2	1	2	1	1	1	3	1	3
2916416	264.200582631597	5	1	1	2	1	2	1	1	1	3	1	6
2916417	221.516271937059	5	7	1	2	1	2	1	1	1	3	1	3
2916418	354.858921209087	5	8	1	2	1	2	1	1	1	3	1	3
2916419	138.627933796503	5	3	1	2	1	4	1	1	1	3	1	1
2916420	257.015556638988	5	1	1	2	1	2	1	1	1	7	1	5
2916421	260.031175264777	5	2	1	2	1	3	1	1	1	7	1	5
2916422	167.148189920744	5	3	1	2	1	4	1	1	1	3	1	5
2916423	301.896529632458	5	1	1	2	1	3	1	1	1	7	1	5
2916424	244.449438687862	5	1	1	2	1	3	1	1	1	7	2	6
2916425	192.09980808535	5	7	1	1	1	2	1	1	1	3	1	6
2916426	195.540119278976	5	3	1	2	1	4	1	1	1	3	1	1
2916427	212.399355536297	5	7	1	2	1	3	1	1	1	3	2	3
2916428	232.338824777527	5	7	1	3	1	3	1	1	1	3	2	4
2916429	230.427740434955	5	7	1	3	1	3	1	1	1	3	1	3
2916430	588.613127920922	5	5	1	2	1	4	1	1	1	3	1	4
2916431	485.211201012344	5	5	1	2	1	4	1	1	1	3	1	3
2916432	232.338824777527	5	7	1	3	1	3	1	1	1	3	1	3
2916433	228.278482120914	5	7	1	3	1	3	1	1	1	7	2	4
2916436	121.405263955576	1	1	1	3	1	3	1	1	1	3	2	3
2916437	117.664484707968	1	1	1	2	1	3	1	1	1	3	1	3
2916438	121.818842492598	1	6	1	1	1	3	1	1	1	3	1	3
2916439	150.48947864457	1	6	1	1	1	1	1	1	1	2	1	6
2916442	136.044171496748	1	5	1	1	1	3	1	1	1	3	1	3
2916443	300.247880800529	1	6	1	1	1	1	1	1	1	3	1	6
2916444	263.697108810721	1	6	1	2	1	1	1	1	1	3	1	6
2916445	405.045179097704	1	4	1	2	1	5	1	1	1	3	1	3
2916446	302.151332392318	1	6	1	2	1	1	1	1	1	3	1	3
2916448	303.090540090307	1	1	1	2	1	1	1	1	1	3	1	3
2916449	151.479867097469	1	2	1	2	1	1	1	1	1	3	1	3
2916451	175.90145090747	1	1	1	2	1	1	1	1	1	3	1	3
2916452	191.454556275666	1	2	1	1	1	1	1	1	1	3	1	3
2916453	239.283691450485	1	2	1	2	1	1	1	1	1	3	1	3
2916454	2864.0595239284	1	3	1	1	1	1	1	1	1	3	1	3
2916455	194.056048463954	1	2	1	1	1	1	1	1	1	3	1	3
2916456	292.599801019834	1	2	1	2	1	1	1	1	1	3	1	3
2916457	195.809988913699	1	2	1	2	1	1	1	1	1	3	1	3
2916458	81.7895696022542	2	4	1	1	1	2	1	1	1	3	1	3
2916459	126.584049406773	2	4	1	1	1	2	1	1	1	3	1	3
2916460	98.6000443472318	2	4	1	1	1	2	1	1	1	3	1	3
2916461	542.663846615912	2	6	1	1	1	2	1	1	1	3	1	3
2916462	169.756932674495	2	4	1	1	1	2	1	1	1	3	1	3
2916464	577.655750154932	2	6	1	1	1	2	1	1	1	3	1	3
2916465	414.816114511736	2	6	1	1	1	2	1	1	1	3	1	3
2916466	414.440603543539	2	6	1	1	1	2	1	1	1	3	1	3
2916467	142.322033755591	4	1	2	1	1	1	1	2	2		2	7
2916468	409.396342133567	4	2	2	1	1	0	2	2	2		2	6
2916469	331.298502112056	4	2	2	1	1	1	2	2	2		2	6
2916470	521.470760778773	4	3	2	1	1	1	2	2	2		2	6
2916472	162.408704512079	4	5	2	1	1	1	1	2	2		2	6
2916474	287.379050222474	4	7	2	1	1	1	1	2	2		2	7
2916475	280.232917711005	4	7	2	1	1	1	1	2	2		2	6
2916476	276.247669904985	4	1	2	1	1	1	1	2	2		2	6
2916478	370.291846287539	4	2	2	1	1	1	2	2	2		2	6
2916479	695.80197538447	4	3	2	1	1	1	2	2	2		2	6
2916480	781.488056651242	4	3	2	1	1	1	2	2	2		2	7
2916481	200.960964866751	4	5	2	1	1	1	1	2	2		2	7
2916482	179.947907781536	4	5	2	1	1	1	1	2	2		2	7
2916483	228.526313955696	4	6	2	1	1	1	1	2	2		2	6
2916484	224.89475727177	4	6	2	1	1	1	1	2	2		2	6
2916485	385.741303050226	4	7	2	1	1	1	1	2	2		2	6
2916487	252.00044186901	4	1	2	1	1	2	2	2	2		2	6
2916488	314.182611919635	4	1	2	1	1	1	2	2	2		2	7
2916489	211.021819063191	4	2	1	1	2		2	2	1	1	2	7
2916491	131.092164364126	4	3	1	1	1	2	1	1	1	1	2	3
2916492	169.337007211876	4	3	1	2	1	2	1	1	1	1	2	3
2916493	211.763233582396	4	4	1	1	1	2	1	1	1	1	2	3
2916495	211.538709084748	4	4	1	1	1	2	1	1	1	1	2	3
2916496	162.408704512079	4	5	2	1	1	1	1	2	2		2	7
2916497	178.096121258332	4	5	2	1	1	1	1	2	2		2	7
2916498	153.407784503701	4	6	2	1	1	1	1	2	2		2	6
2916499	242.649613401059	4	7	2	1	1	1	1	2	2		2	6
2916500	349.838049229518	4	7	2	1	1	1	1	2	2		2	6
2916501	221.008739590887	4	1	2	1	1	1	1	2	2		2	6
2916502	217.550490735917	4	1	2	1	1	1	1	2	2		2	6
2916503	257.031968096177	4	1	2	1	1	1	1	2	2		2	6
2916504	153.820040360079	4	2	1	1	1	1	1	1	1	1	2	6
2916505	115.772431446746	4	3	1	1	1	1	1	1	1	2	2	3
2916507	112.833070378244	4	4	1	1	1	1	1	1	1	1	2	6
2916508	112.364457709178	4	3	1	1	1	1	1	1	1	1	2	3
2916509	143.216477109681	4	4	1	1	1	1	1	1	1	1	2	6
2916510	190.791748701454	4	3	1	1	1	1	1	1	1	1	2	3
2916511	200.728434670198	4	5	2	1	1	1	2	2	2		2	7
2916512	246.336886522877	4	5	2	1	1	1	1	2	2		2	7
2916513	223.258501979094	4	6	2	1	1	1	1	2	2		2	6
2916514	116.027767172586	4	6	2	1	1	1	1	2	2		2	6
2916515	280.232917711005	4	7	2	1	1	1	1	2	2		2	6
2916516	350.83478882429	4	7	2	1	1	1	1	2	2		2	6
